CosMx™ Human Universal Cell Characterization Panel  - Gene and Probe Details,,,,,,
Display Name,Gene Symbol(s),Gene Name(s),Alias(es),Panel Type,,CodeClass
WNT7B,WNT7B,Wnt family member 7B,"wingless-type MMTV integration site family, member 7B",Core,,
WNT9A,WNT9A,Wnt family member 9A,"wingless-type MMTV integration site family, member 14,wingless-type MMTV integration site family, member 9A",Core,,
XBP1,XBP1,X-box binding protein 1,,Core,,
XCL1/2,XCL1 | XCL2,X-C motif chemokine ligand 1 | X-C motif chemokine ligand 2,"lymphotactin; LPTN,ATAC,SCM-1a,SCM-1; small inducible cytokine subfamily C, member 1 (lymphotactin),chemokine (C motif) ligand 1 | small inducible cytokine subfamily C, member 2,chemokine (C motif) ligand 2; SCM-1b",Core,,
XKR4,XKR4,XK related 4,"X Kell blood group precursor-related family, member 4,XK, Kell blood group complex subunit-related family, member 4; KIAA1889",Core,,
YBX3,YBX3 | YBX3P1,Y-box binding protein 3 | Y-box binding protein 3 pseudogene 1,"dbpA,ZONAB,CSDA1; cold shock domain protein A; cold-shock domain containing A1 | cold shock domain protein A pseudogene 1",Core,,
YES1,YES1,"YES proto-oncogene 1, Src family tyrosine kinase","v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1; Yes,c-yes,HsT441",Core,,
ZBTB16,ZBTB16,zinc finger and BTB domain containing 16,"promyelocytic leukaemia zinc finger; zinc finger protein 145 (Kruppel-like, expressed in promyelocytic leukemia); PLZF",Add-On,,
ZFP36,PLEKHG2 | ZFP36,pleckstrin homology and RhoGEF domain containing G2 | ZFP36 ring finger protein,"CLG,FLJ00018,ARHGEF42; pleckstrin homology domain containing, family G (with RhoGef domain) member 2 | tristetraprolin; RNF162A,TIS11,G0S24,TTP,NUP475; zinc finger protein 36, C3H type, homolog (mouse)",Core,,
Negative Controls,,,,,,
Negative01,,,,Core,,
Negative02,,,,Core,,
Negative03,,,,Core,,
Negative04,,,,Core,,
Negative05,,,,Core,,
Negative06,,,,Core,,
Negative07,,,,Core,,
Negative08,,,,Core,,
Negative09,,,,Core,,
Negative10,,,,Core,,
© 2022-2024 Bruker Spatial Biology. All rights reserved,,FOR RESEARCH USE ONLY. NOT FOR USE IN DIAGNOSTIC PROCEDURES.,,LBL-11178-04,,
